Price (Rs.),Discount (%),Final_Price(Rs.),Purchase_Year,Purchase_Month,Purchase_Day,Purchase_DayOfWeek,Purchase_IsWeekend,Category_Books,Category_Clothing,Category_Electronics,Category_Home & Kitchen,Category_Sports,Category_Toys,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI
439.29,20,351.43,2024,6,5,2,0,0,0,1,0,0,0,0,0,0,1
415.71,5,394.92,2024,2,19,0,0,0,0,1,0,0,0,0,0,0,0
197.33,20,157.86,2024,2,18,6,1,0,0,0,0,0,1,0,1,0,0
488.2,5,463.79,2024,2,6,1,0,0,0,0,0,1,0,0,0,0,1
238.75,20,191.0,2024,10,23,2,0,0,0,0,0,0,0,1,0,0,0
37.22,30,26.05,2024,4,19,4,0,1,0,0,0,0,0,1,0,0,0
478.77,20,383.02,2024,11,19,1,0,0,1,0,0,0,0,0,0,1,0
441.14,15,374.97,2024,5,2,3,0,0,1,0,0,0,0,0,0,0,1
209.12,30,146.38,2024,5,2,3,0,0,0,0,0,0,1,0,0,0,1
71.71,10,64.54,2024,9,1,6,1,0,0,0,0,0,1,0,0,0,1
213.18,15,181.2,2024,5,20,0,0,0,0,0,0,1,0,0,0,0,0
417.6,20,334.08,2024,5,19,6,1,0,0,0,0,0,0,0,0,0,1
347.93,15,295.74,2024,1,29,0,0,1,0,0,0,0,0,0,1,0,0
431.65,25,323.74,2024,5,20,0,0,0,0,0,0,0,1,1,0,0,0
212.6,0,212.6,2024,3,16,5,1,0,0,0,0,1,0,0,0,0,1
485.75,20,388.6,2024,9,8,6,1,0,0,0,1,0,0,0,0,0,1
230.19,25,172.64,2024,4,10,2,0,0,0,1,0,0,0,0,1,0,0
90.16,5,85.65,2024,6,30,6,1,1,0,0,0,0,0,0,0,0,1
361.98,10,325.78,2024,7,18,3,0,0,0,0,0,0,1,0,0,0,1
404.79,5,384.55,2024,10,31,3,0,0,1,0,0,0,0,0,0,0,0
256.82,15,218.3,2024,5,6,0,0,1,0,0,0,0,0,0,1,0,0
442.96,5,420.81,2024,2,13,1,0,0,0,0,0,1,0,0,1,0,0
32.72,30,22.9,2024,9,25,2,0,0,0,0,1,0,0,0,1,0,0
90.24,0,90.24,2024,5,7,1,0,0,0,0,1,0,0,1,0,0,0
117.91,0,117.91,2024,8,19,0,0,0,0,0,0,1,0,0,1,0,0
389.12,25,291.84,2024,2,23,4,0,0,0,0,0,0,0,0,0,1,0
450.24,0,450.24,2024,4,28,6,1,0,0,0,0,0,0,1,0,0,0
329.33,15,279.93,2024,11,2,5,1,1,0,0,0,0,0,0,1,0,0
344.85,5,327.61,2024,5,5,6,1,0,0,1,0,0,0,0,1,0,0
343.88,5,326.69,2024,4,12,4,0,0,0,0,1,0,0,0,0,0,0
423.67,50,211.84,2024,2,9,4,0,1,0,0,0,0,0,0,0,0,1
16.99,0,16.99,2024,11,3,6,1,0,0,0,0,0,0,0,1,0,0
483.73,20,386.98,2024,10,2,2,0,1,0,0,0,0,0,0,0,0,0
245.8,10,221.22,2024,9,21,5,1,0,0,0,0,1,0,0,1,0,0
55.84,0,55.84,2024,3,29,4,0,0,0,0,0,0,0,0,0,0,0
390.3,20,312.24,2024,3,8,4,0,0,0,0,1,0,0,1,0,0,0
147.52,25,110.64,2024,7,7,6,1,1,0,0,0,0,0,1,0,0,0
493.32,10,443.99,2024,4,26,4,0,0,1,0,0,0,0,1,0,0,0
110.72,25,83.04,2024,8,31,5,1,1,0,0,0,0,0,0,0,0,0
164.11,5,155.9,2024,9,11,2,0,1,0,0,0,0,0,0,0,1,0
282.41,5,268.29,2024,1,20,5,1,0,1,0,0,0,0,0,0,1,0
139.5,25,104.62,2024,1,12,4,0,0,1,0,0,0,0,1,0,0,0
413.16,15,351.19,2024,11,20,2,0,0,0,0,1,0,0,0,0,0,0
37.42,5,35.55,2024,1,8,0,0,1,0,0,0,0,0,0,0,1,0
464.57,10,418.11,2024,6,20,3,0,0,0,0,0,0,0,0,0,0,0
57.23,5,54.37,2024,6,30,6,1,0,0,1,0,0,0,0,1,0,0
254.76,0,254.76,2024,6,6,3,0,0,0,1,0,0,0,0,1,0,0
59.22,10,53.3,2024,4,27,5,1,0,1,0,0,0,0,1,0,0,0
219.74,20,175.79,2024,10,27,6,1,0,0,0,0,0,1,0,0,0,0
452.36,5,429.74,2024,3,23,5,1,0,0,0,0,0,1,0,0,1,0
269.81,5,256.32,2024,4,6,5,1,0,0,0,0,0,0,0,1,0,0
325.14,20,260.11,2024,7,24,2,0,0,0,1,0,0,0,0,0,0,0
439.39,50,219.69,2024,1,8,0,0,0,0,0,0,0,1,1,0,0,0
429.22,25,321.92,2024,1,9,1,0,0,0,0,0,0,0,0,1,0,0
220.71,10,198.64,2024,3,29,4,0,0,1,0,0,0,0,0,0,1,0
12.15,5,11.54,2024,1,2,1,0,0,0,0,0,0,1,0,1,0,0
348.91,15,296.57,2024,9,27,4,0,0,0,0,1,0,0,1,0,0,0
176.27,10,158.64,2024,4,16,1,0,1,0,0,0,0,0,0,1,0,0
115.08,15,97.82,2024,1,31,2,0,0,0,0,0,0,0,1,0,0,0
442.08,50,221.04,2024,3,14,3,0,0,0,0,0,0,1,1,0,0,0
289.28,20,231.42,2024,4,21,6,1,0,0,0,0,1,0,1,0,0,0
321.34,5,305.27,2024,10,6,6,1,1,0,0,0,0,0,0,1,0,0
73.18,50,36.59,2024,8,5,0,0,0,0,0,0,0,1,0,1,0,0
14.65,15,12.45,2024,9,21,5,1,0,0,0,0,0,0,0,0,1,0
166.33,50,83.17,2024,4,15,0,0,0,1,0,0,0,0,0,0,0,0
368.81,5,350.37,2024,9,22,6,1,0,0,0,1,0,0,0,0,1,0
140.52,30,98.36,2024,3,31,6,1,0,0,0,0,1,0,0,0,0,0
468.38,25,351.28,2024,8,2,4,0,0,0,0,0,0,0,0,1,0,0
424.75,20,339.8,2024,2,4,6,1,0,0,0,0,0,0,0,0,1,0
367.63,15,312.49,2024,5,18,5,1,0,0,0,1,0,0,0,1,0,0
269.57,10,242.61,2024,5,19,6,1,0,0,0,1,0,0,0,1,0,0
168.68,25,126.51,2024,7,28,6,1,1,0,0,0,0,0,0,0,0,0
291.45,15,247.73,2024,9,12,3,0,0,0,0,0,0,0,1,0,0,0
256.77,10,231.09,2024,5,8,2,0,0,0,0,0,0,1,0,0,0,0
477.27,30,334.09,2024,10,22,1,0,0,0,0,1,0,0,0,0,0,1
344.29,20,275.43,2024,6,4,1,0,0,0,0,0,0,0,0,0,0,1
347.22,15,295.14,2024,1,18,3,0,1,0,0,0,0,0,0,0,1,0
100.75,30,70.52,2024,8,24,5,1,0,0,0,0,1,0,0,0,1,0
464.61,0,464.61,2024,10,2,2,0,0,0,0,1,0,0,0,0,1,0
30.49,20,24.39,2024,3,7,3,0,0,1,0,0,0,0,0,0,0,0
331.13,20,264.9,2024,1,24,2,0,0,0,0,0,1,0,0,0,1,0
214.77,20,171.82,2024,6,21,4,0,0,1,0,0,0,0,0,0,0,1
55.69,50,27.84,2024,6,11,1,0,0,0,0,1,0,0,0,0,1,0
240.01,30,168.01,2024,5,4,5,1,0,0,0,0,0,0,0,0,0,1
151.5,10,136.35,2024,6,17,0,0,0,0,1,0,0,0,1,0,0,0
82.55,20,66.04,2024,9,15,6,1,0,0,0,0,1,0,1,0,0,0
161.32,0,161.32,2024,4,14,6,1,1,0,0,0,0,0,1,0,0,0
255.65,10,230.09,2024,4,27,5,1,0,1,0,0,0,0,0,0,0,0
14.37,0,14.37,2024,9,29,6,1,0,1,0,0,0,0,0,1,0,0
145.14,15,123.37,2024,9,1,6,1,0,1,0,0,0,0,0,0,0,0
447.34,30,313.14,2024,8,12,0,0,0,0,0,0,0,1,0,1,0,0
41.41,20,33.13,2024,6,18,1,0,0,0,1,0,0,0,0,0,0,0
469.59,5,446.11,2024,3,2,5,1,0,0,1,0,0,0,0,0,1,0
138.81,50,69.41,2024,11,6,2,0,0,0,0,0,1,0,1,0,0,0
152.35,50,76.17,2024,8,10,5,1,1,0,0,0,0,0,0,0,0,1
391.14,15,332.47,2024,3,30,5,1,1,0,0,0,0,0,0,1,0,0
264.31,5,251.09,2024,6,3,0,0,0,0,0,0,0,0,0,0,0,1
94.05,25,70.54,2024,5,20,0,0,1,0,0,0,0,0,0,1,0,0
132.08,20,105.66,2024,7,16,1,0,0,0,0,0,0,1,0,0,0,0
410.94,0,410.94,2024,7,11,3,0,0,0,1,0,0,0,0,0,1,0
299.69,5,284.71,2024,7,18,3,0,0,0,0,0,0,0,0,0,0,0
260.56,5,247.53,2024,7,14,6,1,1,0,0,0,0,0,0,0,1,0
92.61,50,46.3,2024,3,19,1,0,0,1,0,0,0,0,0,0,0,1
373.0,5,354.35,2024,9,19,3,0,0,1,0,0,0,0,0,0,0,0
424.68,15,360.98,2024,3,5,1,0,0,1,0,0,0,0,0,0,0,0
105.0,10,94.5,2024,4,18,3,0,1,0,0,0,0,0,0,1,0,0
26.92,20,21.54,2024,9,20,4,0,0,0,0,1,0,0,0,0,0,1
26.81,50,13.4,2024,3,27,2,0,0,0,0,0,0,1,0,0,1,0
333.98,30,233.79,2024,5,20,0,0,0,0,0,0,1,0,0,0,1,0
381.69,30,267.18,2024,8,31,5,1,0,0,1,0,0,0,0,0,0,0
212.65,50,106.33,2024,8,2,4,0,0,0,0,1,0,0,0,0,0,1
375.68,10,338.11,2024,8,10,5,1,1,0,0,0,0,0,0,0,0,1
38.74,10,34.87,2024,4,19,4,0,0,0,1,0,0,0,1,0,0,0
185.13,5,175.87,2024,6,30,6,1,0,0,0,1,0,0,0,0,0,0
156.51,15,133.03,2024,1,7,6,1,0,0,0,0,0,0,1,0,0,0
106.27,15,90.33,2024,10,27,6,1,0,0,0,1,0,0,0,0,1,0
137.59,15,116.95,2024,11,2,5,1,0,0,0,1,0,0,0,1,0,0
38.62,50,19.31,2024,4,30,1,0,0,0,0,0,0,1,1,0,0,0
316.12,25,237.09,2024,4,28,6,1,0,0,0,0,1,0,0,1,0,0
118.28,15,100.54,2024,4,4,3,0,0,1,0,0,0,0,0,1,0,0
120.16,10,108.14,2024,9,27,4,0,0,0,0,0,0,0,0,0,1,0
286.23,0,286.23,2024,10,27,6,1,0,0,0,0,1,0,0,0,1,0
334.87,15,284.64,2024,4,25,3,0,0,0,0,1,0,0,0,1,0,0
79.07,30,55.35,2024,3,17,6,1,1,0,0,0,0,0,0,0,1,0
248.07,15,210.86,2024,11,13,2,0,0,0,0,0,0,0,0,0,1,0
158.66,5,150.73,2024,7,23,1,0,1,0,0,0,0,0,0,1,0,0
233.88,10,210.49,2024,4,28,6,1,0,0,0,0,1,0,1,0,0,0
324.33,0,324.33,2024,10,14,0,0,1,0,0,0,0,0,0,0,0,1
416.78,50,208.39,2024,9,2,0,0,0,0,0,0,1,0,0,1,0,0
163.98,20,131.18,2024,10,13,6,1,0,1,0,0,0,0,0,1,0,0
462.11,30,323.48,2024,1,13,5,1,0,0,0,0,0,0,0,0,0,0
441.45,10,397.31,2024,9,12,3,0,0,0,0,1,0,0,0,0,1,0
50.81,10,45.73,2024,7,13,5,1,0,0,1,0,0,0,0,0,0,1
341.92,20,273.54,2024,6,22,5,1,0,0,0,0,0,1,0,1,0,0
182.16,0,182.16,2024,11,12,1,0,0,0,0,0,0,1,1,0,0,0
436.44,10,392.8,2024,9,21,5,1,1,0,0,0,0,0,0,0,0,1
179.26,50,89.63,2024,10,19,5,1,0,0,0,0,0,0,0,0,0,0
471.43,0,471.43,2024,5,6,0,0,0,0,0,0,0,0,0,0,0,1
431.46,10,388.31,2024,3,2,5,1,0,0,1,0,0,0,0,1,0,0
230.47,0,230.47,2024,4,8,0,0,0,0,0,1,0,0,0,0,0,0
421.62,15,358.38,2024,1,14,6,1,0,0,0,0,1,0,1,0,0,0
308.95,30,216.26,2024,7,20,5,1,0,0,0,0,1,0,0,0,0,0
187.72,20,150.18,2024,2,12,0,0,1,0,0,0,0,0,1,0,0,0
273.34,15,232.34,2024,6,6,3,0,0,1,0,0,0,0,0,1,0,0
469.76,20,375.81,2024,11,20,2,0,0,1,0,0,0,0,0,0,0,1
46.25,15,39.31,2024,3,17,6,1,0,0,1,0,0,0,0,0,1,0
115.88,25,86.91,2024,11,7,3,0,0,1,0,0,0,0,1,0,0,0
144.04,0,144.04,2024,2,10,5,1,0,0,1,0,0,0,0,1,0,0
461.93,25,346.45,2024,2,18,6,1,1,0,0,0,0,0,1,0,0,0
68.08,10,61.27,2024,9,14,5,1,0,0,1,0,0,0,0,0,1,0
156.47,15,133.0,2024,5,13,0,0,0,0,0,1,0,0,1,0,0,0
489.95,20,391.96,2024,8,21,2,0,0,0,0,0,0,1,0,1,0,0
403.62,50,201.81,2024,8,19,0,0,1,0,0,0,0,0,0,0,0,1
175.16,5,166.4,2024,3,30,5,1,0,0,0,0,0,0,0,0,0,0
481.16,15,408.99,2024,1,21,6,1,0,0,0,0,0,1,0,1,0,0
182.13,25,136.6,2024,11,9,5,1,0,0,0,0,0,0,0,0,0,0
289.48,20,231.58,2024,1,30,1,0,1,0,0,0,0,0,0,0,0,1
154.02,30,107.81,2024,4,12,4,0,0,1,0,0,0,0,0,1,0,0
298.47,0,298.47,2024,1,4,3,0,1,0,0,0,0,0,0,1,0,0
119.15,30,83.41,2024,7,29,0,0,0,0,0,0,0,0,0,0,0,0
328.87,5,312.43,2024,2,17,5,1,0,0,0,0,1,0,0,0,0,1
346.81,15,294.79,2024,4,11,3,0,0,0,0,0,1,0,0,0,0,0
210.37,30,147.26,2024,5,11,5,1,1,0,0,0,0,0,0,1,0,0
352.66,5,335.03,2024,3,25,0,0,0,0,0,0,0,0,1,0,0,0
127.78,0,127.78,2024,6,1,5,1,0,0,0,0,0,0,0,0,0,1
61.37,5,58.3,2024,4,7,6,1,0,1,0,0,0,0,1,0,0,0
76.8,5,72.96,2024,6,13,3,0,1,0,0,0,0,0,0,1,0,0
158.42,25,118.81,2024,1,10,2,0,1,0,0,0,0,0,0,0,0,1
349.16,15,296.79,2024,3,11,0,0,0,0,0,1,0,0,1,0,0,0
319.98,10,287.98,2024,10,12,5,1,0,0,0,0,1,0,1,0,0,0
276.08,25,207.06,2024,2,28,2,0,0,0,0,0,1,0,0,0,1,0
324.41,50,162.21,2024,2,27,1,0,0,1,0,0,0,0,0,0,0,1
421.16,30,294.81,2024,1,28,6,1,0,0,0,0,0,0,0,0,1,0
106.66,25,80.0,2024,11,2,5,1,0,0,0,0,0,0,0,0,0,0
174.43,30,122.1,2024,6,14,4,0,0,0,0,0,0,0,1,0,0,0
250.0,25,187.5,2024,6,11,1,0,0,0,0,1,0,0,0,0,0,0
480.82,5,456.78,2024,7,17,2,0,0,0,0,0,0,0,0,0,0,1
187.84,20,150.27,2024,7,12,4,0,0,0,0,1,0,0,0,0,1,0
315.54,10,283.99,2024,10,26,5,1,1,0,0,0,0,0,0,1,0,0
186.17,50,93.08,2024,5,25,5,1,0,0,0,0,1,0,0,0,0,1
204.03,20,163.22,2024,1,15,0,0,0,1,0,0,0,0,0,0,1,0
229.52,20,183.62,2024,8,24,5,1,0,0,0,0,1,0,0,1,0,0
130.16,50,65.08,2024,5,27,0,0,1,0,0,0,0,0,1,0,0,0
470.92,50,235.46,2024,9,9,0,0,0,1,0,0,0,0,0,0,0,1
367.49,20,293.99,2024,8,25,6,1,0,0,0,1,0,0,0,0,0,0
41.11,25,30.83,2024,2,18,6,1,0,0,0,0,1,0,0,1,0,0
276.12,20,220.9,2024,3,9,5,1,0,0,0,0,0,1,0,0,1,0
268.14,0,268.14,2024,7,21,6,1,0,0,0,0,0,1,0,1,0,0
108.07,50,54.03,2024,7,21,6,1,0,0,0,1,0,0,0,0,1,0
124.29,50,62.15,2024,6,14,4,0,0,0,0,1,0,0,0,1,0,0
53.55,30,37.48,2024,10,2,2,0,0,1,0,0,0,0,0,1,0,0
149.82,15,127.35,2024,10,18,4,0,0,0,0,1,0,0,0,0,0,0
122.81,20,98.25,2024,4,9,1,0,0,0,1,0,0,0,0,0,1,0
147.44,25,110.58,2024,7,2,1,0,0,1,0,0,0,0,0,0,1,0
71.51,5,67.93,2024,11,15,4,0,0,0,0,0,0,0,0,1,0,0
162.81,30,113.97,2024,11,10,6,1,0,1,0,0,0,0,1,0,0,0
182.35,0,182.35,2024,8,12,0,0,0,0,0,1,0,0,0,1,0,0
334.65,50,167.32,2024,4,26,4,0,0,1,0,0,0,0,1,0,0,0
15.45,0,15.45,2024,8,4,6,1,0,1,0,0,0,0,0,0,0,1
134.04,50,67.02,2024,2,29,3,0,0,0,0,0,0,0,0,0,0,0
432.41,20,345.93,2024,5,24,4,0,0,0,0,0,1,0,0,1,0,0
100.72,30,70.5,2024,2,19,0,0,0,0,0,1,0,0,1,0,0,0
70.94,25,53.2,2024,3,29,4,0,0,0,0,0,0,1,0,0,0,1
62.19,50,31.09,2024,1,27,5,1,0,0,0,1,0,0,0,0,0,0
330.53,10,297.48,2024,10,20,6,1,1,0,0,0,0,0,0,0,0,0
463.2,10,416.88,2024,3,21,3,0,0,0,0,0,1,0,1,0,0,0
11.94,20,9.55,2024,8,13,1,0,0,0,0,0,1,0,0,1,0,0
193.48,5,183.81,2024,9,14,5,1,0,0,0,0,1,0,0,0,0,1
19.09,5,18.14,2024,8,7,2,0,0,0,0,1,0,0,0,0,1,0
194.92,25,146.19,2024,2,21,2,0,0,0,1,0,0,0,0,0,1,0
336.27,0,336.27,2024,10,7,0,0,0,0,1,0,0,0,0,0,0,0
469.29,5,445.83,2024,7,29,0,0,0,0,0,1,0,0,0,0,0,0
15.8,30,11.06,2024,5,31,4,0,0,0,0,0,1,0,0,0,0,0
30.81,25,23.11,2024,11,13,2,0,1,0,0,0,0,0,0,0,0,1
137.04,0,137.04,2024,11,4,0,0,0,0,0,0,0,0,0,0,0,1
316.1,5,300.3,2024,1,5,4,0,0,0,0,0,1,0,0,0,0,0
306.26,50,153.13,2024,11,9,5,1,0,0,0,0,1,0,1,0,0,0
134.53,15,114.35,2024,8,14,2,0,0,0,0,0,1,0,0,0,1,0
426.71,50,213.35,2024,6,18,1,0,0,0,0,1,0,0,0,1,0,0
56.51,5,53.68,2024,5,29,2,0,1,0,0,0,0,0,0,1,0,0
278.86,5,264.92,2024,7,12,4,0,0,0,0,0,0,0,1,0,0,0
471.77,15,401.0,2024,1,19,4,0,0,0,0,0,0,1,1,0,0,0
292.74,0,292.74,2024,10,13,6,1,0,0,0,0,0,0,0,1,0,0
368.17,50,184.09,2024,4,5,4,0,0,1,0,0,0,0,0,1,0,0
313.85,0,313.85,2024,11,7,3,0,0,1,0,0,0,0,1,0,0,0
107.27,10,96.54,2024,6,3,0,0,0,0,0,0,0,1,0,0,0,0
394.07,5,374.37,2024,8,6,1,0,0,1,0,0,0,0,0,0,0,1
414.68,5,393.95,2024,5,8,2,0,0,0,0,0,0,0,0,0,0,0
124.21,0,124.21,2024,5,29,2,0,0,0,0,0,0,0,0,0,0,1
205.1,50,102.55,2024,11,18,0,0,1,0,0,0,0,0,0,0,1,0
249.81,10,224.83,2024,2,3,5,1,0,0,0,0,1,0,0,0,1,0
54.3,0,54.3,2024,9,16,0,0,0,0,0,1,0,0,0,0,0,1
255.6,10,230.04,2024,8,16,4,0,0,0,1,0,0,0,0,0,1,0
491.18,5,466.62,2024,11,4,0,0,1,0,0,0,0,0,0,1,0,0
463.69,50,231.84,2024,10,18,4,0,0,0,0,0,0,1,0,1,0,0
96.86,10,87.17,2024,6,23,6,1,0,0,0,0,0,0,0,0,1,0
180.91,10,162.82,2024,4,7,6,1,0,0,0,0,0,0,1,0,0,0
170.46,10,153.41,2024,3,21,3,0,0,1,0,0,0,0,0,0,0,0
492.41,0,492.41,2024,1,2,1,0,0,1,0,0,0,0,1,0,0,0
191.05,50,95.53,2024,3,28,3,0,0,1,0,0,0,0,0,0,0,1
224.84,15,191.11,2024,8,6,1,0,1,0,0,0,0,0,1,0,0,0
130.19,5,123.68,2024,7,29,0,0,0,0,0,0,0,1,0,0,0,0
132.67,20,106.14,2024,1,10,2,0,0,0,0,0,0,1,0,1,0,0
296.84,25,222.63,2024,7,27,5,1,0,0,0,0,0,1,0,0,1,0
254.11,25,190.58,2024,1,31,2,0,0,0,0,1,0,0,1,0,0,0
273.03,10,245.73,2024,1,29,0,0,0,0,0,0,0,0,0,0,0,0
433.48,50,216.74,2024,8,11,6,1,0,0,1,0,0,0,0,0,0,1
119.22,20,95.38,2024,4,5,4,0,0,1,0,0,0,0,0,0,1,0
83.14,0,83.14,2024,1,12,4,0,0,0,0,0,1,0,0,0,0,1
469.67,50,234.84,2024,2,5,0,0,0,0,0,1,0,0,0,0,0,0
89.73,0,89.73,2024,2,14,2,0,1,0,0,0,0,0,1,0,0,0
154.93,30,108.45,2024,7,18,3,0,0,0,0,0,0,1,0,0,0,0
422.91,25,317.18,2024,8,12,0,0,1,0,0,0,0,0,0,0,0,1
191.22,15,162.54,2024,5,26,6,1,0,0,0,0,1,0,0,0,0,1
282.3,50,141.15,2024,7,13,5,1,0,0,0,0,0,1,0,0,0,1
473.47,5,449.8,2024,4,14,6,1,0,0,0,0,0,0,0,0,1,0
401.02,50,200.51,2024,11,12,1,0,0,0,0,0,1,0,1,0,0,0
212.45,20,169.96,2024,6,12,2,0,1,0,0,0,0,0,1,0,0,0
107.85,0,107.85,2024,6,28,4,0,1,0,0,0,0,0,1,0,0,0
299.44,25,224.58,2024,8,30,4,0,0,0,0,0,1,0,0,1,0,0
180.07,25,135.05,2024,3,27,2,0,0,1,0,0,0,0,0,0,1,0
26.18,20,20.94,2024,7,17,2,0,0,0,0,0,0,0,0,0,0,1
41.5,5,39.42,2024,6,14,4,0,1,0,0,0,0,0,0,0,0,0
487.32,10,438.59,2024,7,8,0,0,1,0,0,0,0,0,0,0,1,0
171.89,10,154.7,2024,10,14,0,0,0,0,0,1,0,0,0,0,0,0
310.88,30,217.62,2024,8,27,1,0,0,0,1,0,0,0,1,0,0,0
462.61,0,462.61,2024,4,25,3,0,0,1,0,0,0,0,0,0,0,0
278.52,50,139.26,2024,4,4,3,0,0,1,0,0,0,0,0,1,0,0
162.92,20,130.34,2024,1,26,4,0,1,0,0,0,0,0,0,1,0,0
172.7,30,120.89,2024,8,11,6,1,0,0,0,1,0,0,0,0,0,1
46.11,0,46.11,2024,4,17,2,0,1,0,0,0,0,0,0,0,0,1
471.76,10,424.58,2024,10,31,3,0,0,0,0,1,0,0,0,0,0,0
263.49,20,210.79,2024,10,31,3,0,0,0,0,1,0,0,0,0,0,1
30.52,20,24.42,2024,10,23,2,0,0,0,0,1,0,0,0,0,1,0
143.49,50,71.75,2024,11,16,5,1,0,0,0,0,0,1,0,1,0,0
21.3,5,20.23,2024,4,5,4,0,0,0,0,0,0,0,0,0,1,0
271.54,15,230.81,2024,2,9,4,0,0,0,1,0,0,0,0,1,0,0
292.99,20,234.39,2024,1,6,5,1,1,0,0,0,0,0,0,1,0,0
119.18,10,107.26,2024,11,19,1,0,1,0,0,0,0,0,0,0,0,0
393.18,50,196.59,2024,6,4,1,0,1,0,0,0,0,0,0,0,1,0
110.59,25,82.94,2024,5,3,4,0,0,0,1,0,0,0,0,1,0,0
488.92,30,342.24,2024,11,16,5,1,0,0,1,0,0,0,1,0,0,0
428.84,0,428.84,2024,7,18,3,0,1,0,0,0,0,0,0,0,1,0
231.78,15,197.01,2024,2,18,6,1,0,0,0,0,0,1,1,0,0,0
118.57,30,83.0,2024,10,3,3,0,1,0,0,0,0,0,0,1,0,0
393.1,15,334.13,2024,4,20,5,1,0,1,0,0,0,0,0,1,0,0
384.99,15,327.24,2024,5,14,1,0,0,0,0,0,1,0,0,0,1,0
171.84,30,120.29,2024,8,28,2,0,0,1,0,0,0,0,0,0,0,1
264.13,5,250.92,2024,7,19,4,0,0,0,0,1,0,0,0,0,0,0
109.89,50,54.95,2024,1,14,6,1,0,0,0,0,0,0,1,0,0,0
447.8,20,358.24,2024,10,30,2,0,0,0,0,0,0,0,0,0,0,0
204.93,50,102.47,2024,4,24,2,0,0,0,0,1,0,0,0,1,0,0
393.43,50,196.72,2024,5,12,6,1,1,0,0,0,0,0,0,0,1,0
425.7,20,340.56,2024,3,13,2,0,0,1,0,0,0,0,0,1,0,0
128.88,10,115.99,2024,8,2,4,0,0,0,1,0,0,0,0,1,0,0
407.36,0,407.36,2024,7,10,2,0,0,1,0,0,0,0,0,0,0,1
415.44,5,394.67,2024,6,4,1,0,0,0,0,0,0,1,0,0,0,1
333.31,25,249.98,2024,5,30,3,0,0,0,1,0,0,0,0,0,0,0
17.86,20,14.29,2024,2,8,3,0,0,0,0,0,1,0,0,0,0,1
14.23,10,12.81,2024,10,18,4,0,0,0,0,1,0,0,0,0,1,0
336.97,0,336.97,2024,4,7,6,1,0,0,0,0,1,0,0,0,0,0
214.24,0,214.24,2024,2,20,1,0,0,0,0,0,0,0,0,0,0,1
330.88,15,281.25,2024,7,24,2,0,0,0,0,0,0,1,1,0,0,0
373.59,50,186.79,2024,2,24,5,1,0,0,0,0,0,0,0,0,0,1
117.15,5,111.29,2024,10,20,6,1,0,0,1,0,0,0,0,1,0,0
267.5,25,200.62,2024,10,23,2,0,0,0,0,0,0,1,0,0,0,1
444.15,5,421.94,2024,1,11,3,0,1,0,0,0,0,0,0,0,1,0
135.6,0,135.6,2024,8,24,5,1,0,0,0,0,1,0,0,0,0,0
70.14,30,49.1,2024,6,4,1,0,0,0,0,1,0,0,1,0,0,0
155.81,50,77.91,2024,8,14,2,0,0,1,0,0,0,0,0,0,0,1
313.29,15,266.3,2024,4,16,1,0,1,0,0,0,0,0,0,1,0,0
478.62,10,430.76,2024,1,9,1,0,0,0,0,0,0,1,1,0,0,0
175.5,25,131.62,2024,11,4,0,0,0,0,0,1,0,0,1,0,0,0
90.76,25,68.07,2024,1,7,6,1,0,0,0,0,0,1,0,0,0,1
323.21,25,242.41,2024,1,29,0,0,0,0,1,0,0,0,0,0,1,0
145.89,15,124.01,2024,3,29,4,0,0,0,0,0,1,0,1,0,0,0
56.77,10,51.09,2024,4,1,0,0,0,0,0,0,0,1,0,1,0,0
168.31,10,151.48,2024,9,22,6,1,0,1,0,0,0,0,0,0,1,0
421.59,0,421.59,2024,7,19,4,0,0,1,0,0,0,0,1,0,0,0
144.19,20,115.35,2024,5,22,2,0,0,0,0,1,0,0,0,1,0,0
479.32,25,359.49,2024,5,13,0,0,0,0,0,0,0,0,0,0,0,1
330.71,25,248.03,2024,11,6,2,0,0,1,0,0,0,0,0,0,0,0
217.35,0,217.35,2024,9,2,0,0,0,0,0,0,0,0,0,1,0,0
193.15,50,96.58,2024,1,13,5,1,1,0,0,0,0,0,1,0,0,0
352.6,0,352.6,2024,4,23,1,0,0,0,0,0,0,1,0,0,0,0
376.39,10,338.75,2024,2,7,2,0,0,0,0,0,1,0,1,0,0,0
498.58,25,373.94,2024,5,6,0,0,0,0,0,0,0,1,0,1,0,0
469.47,30,328.63,2024,6,7,4,0,0,0,1,0,0,0,0,0,0,0
55.95,10,50.36,2024,8,12,0,0,0,0,0,1,0,0,1,0,0,0
334.08,15,283.97,2024,8,14,2,0,0,0,0,0,1,0,0,0,1,0
144.67,0,144.67,2024,1,31,2,0,1,0,0,0,0,0,0,0,0,0
181.21,5,172.15,2024,8,30,4,0,0,0,0,0,0,1,0,0,0,1
273.16,25,204.87,2024,2,17,5,1,0,0,0,0,1,0,0,1,0,0
361.24,50,180.62,2024,7,9,1,0,0,0,0,0,1,0,1,0,0,0
353.7,10,318.33,2024,9,22,6,1,0,0,0,0,1,0,0,0,0,1
373.65,0,373.65,2024,3,14,3,0,0,0,0,0,0,1,0,0,0,1
361.48,30,253.04,2024,9,14,5,1,0,1,0,0,0,0,1,0,0,0
